company,competitors
AKYA,"AKYA vs. LAB, SEER, NAUT, ABUS, ATHA, AXDX, BNGO, VNDA, STOK, and IMRX"
AKTX,"AKTX vs. XLO, VIRX, GLTO, CNTX, AYTU, MIRA, BFRG, ONTX, SNSE, and INDP"
ALAR,"ALAR vs. HKIT, MVLA, CXAI, AHI, DUOT, FRSX, APCX, ASST, RCAT, and ICLK"
AIT,"AIT vs. WTS, LSTR, CR, ROLL, TNET, SRCL, EXPO, ESLT, AEIS, and ENS"
AJG,"AJG vs. AON, BRO, MMC, WTW, ERIE, TFC, AFL, MET, CCI, and SPG"
AIZ,"AIZ vs. WBS, UNM, JLL, EGP, FRT, COLD, SEIC, BSAC, HLI, and ORI"
ALBT,"ALBT vs. FNCH, TCON, PALI, CELZ, FRTX, TTNP, WINT, ATIF, IKT, and ELOX"
ALCY,"ALCY vs. BMAC, GATE, CHEA, IOAC, DSAQ, PPYA, ESHA, FXCO, CNDB, and IRRX"
ALCYU,"ALCYU vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, ENERW, and ACBAW"
ALCYW,"ALCYW vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCBU, ENERU, AVHIU, AVHIW, and ACACU"
AKA,"AKA vs. LVLU, WISH, HOUR, DIBS, MYTE, QRTEA, DDL, JMIA, FAT, and LL"
ALCO,"ALCO vs. LMNR, VCXA, VFF, SANW, LND, CDZI, PLIN, TDUP, LWAY, and YSG"
ALEC,"ALEC vs. HLVX, VALN, ADPT, TARS, NVAX, ICVX, TALS, EXAI, AVXL, and CRBU"
AJX,"AJX vs. BHR, MITT, MDV, LFT, CHMI, EARN, CLPR, ACR, CMCT, and AHT"
ALDX,"ALDX vs. VSTM, XOMA, RIGL, IMMP, ENTA, AEON, CRMD, GOSS, PBYI, and LFCR"
AKR,"AKR vs. ROIC, RPT, ALX, BFS, SKT, MAC, KRG, SAFE, CXW, and ESRT"
ALGN,"ALGN vs. STE, ZBH, SNN, MSA, AVNS, ESTA, INGN, EAR, EW, and GMAB"
ALGM,"ALGM vs. WOLF, IPGP, MTSI, POWI, SYNA, RMBS, DIOD, AMKR, TSEM, and FORM"
ALGT,"ALGT vs. JBLU, SKYW, HA, MESA, CPA, ALK, SAVE, ULCC, GOL, and SNCY"
ALHC,"ALHC vs. CYRX, HCSG, MODV, CLOV, STAA, EYE, MRVI, CPRX, ADUS, and MRUS"
ALIM,"ALIM vs. EBS, QIPT, GNFT, DRTS, ENTA, VSTM, CRMD, NVTA, GOSS, and CMPX"
AL,"AL vs. TGH, FRO, SNDR, KEX, JOBY, AZUL, GATX, HRI, CPA, and R"
ALKS,"ALKS vs. MDGL, FOLD, DVAX, IRWD, PCRX, AGIO, IMGN, OPK, GERN, and LGND"
ALKT,"ALKT vs. PD, PRGS, BB, FSLY, AVDX, QTWO, EVCM, SWI, ZETA, and SEMR"
ALGS,"ALGS vs. DTIL, ESLA, DYAI, ELUT, PASG, INAB, TIL, QNCX, SABS, and ASMB"
ALC,"ALC vs. COO, HLN, BIIB, CNC, GEHC, COR, MRNA, IQV, SGEN, and TAK"
ALCC,"ALCC vs. AMPS, NRGV, HNRG, UROY, GFR, GEVO, MAXN, MTRX, SOI, and FF"
ALB,"ALB vs. DD, DOW, WLK, SQM, CE, CCJ, BG, STLD, CF, and SUZ"
ALLR,"ALLR vs. PTPI, PRFX, NEXI, SONN, QLGN, NBSE, JAN, RNAZ, ADXS, and CMRA"
ALLT,"ALLT vs. DOMA, FLNT, JOB, XBP, FTHM, BTCM, SCOR, HLBZ, MTC, and AREN"
ALLO,"ALLO vs. ADAP, CRBU, REPL, FUSN, PROK, ITOS, CGEM, TRML, NVAX, and ORTX"
ALNT,"ALNT vs. AEHR, INTT, TRNS, COHU, RBBN, GRVY, MGIC, CCSI, MVIS, and NNDM"
ALLK,"ALLK vs. INZY, HRTX, AVIR, OVID, ESPR, MRSN, KMDA, ARQT, PRLD, and STTK"
ALOT,"ALOT vs. CCRD, CPTK, RDCM, ARRW, ABLV, SKIL, ZTEK, BYTS, MAPS, and DHCA"
ALG,"ALG vs. LNN, AGCO, OI, AMBP, PLUG, XRX, REZI, MWA, LZ, and BRC"
ALPP,"ALPP vs. LRHC, PAVS, STRR, VISL, HAPP, AEI, UTSI, FRES, ATXG, and GEG"
ALPN,"ALPN vs. SAVA, LGND, ANIP, BLTE, GERN, OPK, PTGX, DCPH, DAWN, and MNKD"
ALNY,"ALNY vs. BMRN, RPRX, UTHR, IMGN, MRTX, REGN, GMAB, BGNE, VTRS, and TEVA"
ALEX,"ALEX vs. TWO, LTC, AAT, PMT, UNIT, SVC, DEA, VRE, ELME, and LADR"
ALK,"ALK vs. CPA, SKYW, JBLU, ALGT, UAL, LUV, AZUL, SAVE, AAL, and R"
ALRN,"ALRN vs. APRE, LEXX, TNXP, EDSA, NRBO, AGE, VBIV, HEPA, DRRX, and PIRS"
ALRM,"ALRM vs. YOU, GEF, AIN, BDC, ESE, HI, KAI, CSTM, JBT, and BRC"
ALE,"ALE vs. NWE, AVA, NI, LNT, OTTR, OGS, TEO, SR, PNM, and BKH"
ALIT,"ALIT vs. ASAN, BL, CVLT, AYX, ALRM, LSPD, IDCC, APPF, CALX, and PRGS"
ALSA,"ALSA vs. TWLV, BRD, CSTA, IRRX, LCA, CNDB, VMCA, TLGY, JMAC, and ACAH"
ALRS,"ALRS vs. SMBK, SHBI, GNTY, AROW, NEWT, BDGE, AMNB, PFIS, CARE, and FDBC"
ALLY,"ALLY vs. EWBC, WAL, CBSH, PB, SIVB, OZK, COLB, CADE, CFG, and HOMB"
ALT,"ALT vs. COGT, CDMO, GRCL, IGMS, ME, LIAN, ORIC, PAHC, TRDA, and SIGA"
ALLE,"ALLE vs. ADT, CCK, RRX, PNR, AGCO, AOS, TTEK, LECO, ATR, and RBC"
ALL,"ALL vs. TRV, WRB, CNA, PGR, AIG, HIG, EG, L, RNR, and AFG"
ALLG,"ALLG vs. AWINW, LIDRW, APCXW, ARBEW, ARQQW, ASTSW, AUUDW, AUROW, BEEMW, and BCAN"
ALTI,"ALTI vs. BBDC, NOAH, PAX, BSIG, PL, VINP, FDUS, ABL, DHIL, and VALU"
ALTR,"ALTR vs. HCP, VERX, RPD, ACIW, CYBR, EVBG, BAND, LPSN, CHKP, and AKAM"
ALTU,"ALTU vs. EAR, COCH, INGN, RWLK, OTEC, RBOT, ANZU, RDW, SMTI, and IKNA"
ALTO,"ALTO vs. AMTX, RCKY, POWW, SGC, HBB, REAL, DOYU, KNDI, UONE, and CLAR"
ALTUU,"ALTUU vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, ENERW, and ACBAW"
ALVOW,"ALVOW vs. BFRIW, CLVRW, SHOTW, SBFMW, GCAN, SXTPW, ACONW, AIMDW, KERNW, and DRTSW"
AMAL,"AMAL vs. PFC, CTBI, FMBH, OBNK, CNOB, OSBC, GSBC, EGBN, FCBC, and HBT"
ALXO,"ALXO vs. RNA, CALT, ZYME, VERA, SVRA, RVNC, TVTX, SLRN, OLMA, and RAPT"
ALVR,"ALVR vs. FENC, BLUE, GLUE, TSHA, AGEN, STRO, CHRS, HUMA, TCRX, and MGTX"
AMAT,"AMAT vs. TXN, ADI, MU, INTC, NXPI, MCHP, AMD, ON, AVGO, and TSM"
ALYA,"ALYA vs. OCFT, ADTH, SST, OB, TINV, GMM, TRMR, CDLX, RXT, and MAPS"
AMBI,"AMBI vs. PESI, ALTG, BOOM, PKOH, SSTI, VTNR, NWPX, TSE, KRT, and QUAD"
AMBA,"AMBA vs. DQ, MXL, CSIQ, DIOD, AOSL, XPER, POWI, MTSI, RMBS, and LSCC"
ALZN,"ALZN vs. BPTS, DMK, CMMB, SNPX, KZIA, SBFM, GHSI, CVKD, PULM, and NHWK"
ALSN,"ALSN vs. MOD, GNTX, DORM, LEA, BWA, DAN, THRM, VC, ADNT, and GTX"
AMCX,"AMCX vs. LILA, IDEX, DISH, WOW, CABO, GTN, IMAX, GTN.A, SBGI, and RGR"
AMD,"AMD vs. INTC, TXN, AMAT, ADI, MU, NXPI, MCHP, AVGO, TSM, and CSCO"
ALVO,"ALVO vs. SOPH, VECT, SXTPW, ACONW, AIMDW, KERNW, DRTSW, ALVOW, AONCW, and AONC"
ALTG,"ALTG vs. DXPE, MRC, GIC, BOOM, PKOH, SSTI, VTNR, KRT, NWPX, and TSE"
ALV,"ALV vs. BWA, LEA, GNTX, ALSN, VC, ADNT, MOD, DORM, MGA, and OSK"
AMED,"AMED vs. CHE, ADUS, AHCO, OPCH, DNLI, HCM, SEM, BHVN, AXNX, and IRTC"
ALUR,"ALUR vs. CLPT, SGHT, TELA, PROF, DRTS, TLSI, QIPT, BWAY, INO, and KRMD"
AMGN,"AMGN vs. GILD, SGEN, PFE, SNY, ISRG, SYK, ABT, ELV, MDT, and BMY"
AMEH,"AMEH vs. RXRX, TWST, IDYA, NMRA, PRCT, VCYT, INDV, ARVN, PTCT, and SWTX"
ALX,"ALX vs. BFS, RPT, AKR, ROIC, SKT, MAC, UMH, BRSP, AIV, and PLYM"
AM,"AM vs. KNTK, TRMD, NFG, BROGW, IMPPP, PXSAP, VTLE, BATL, SLNG, and PFIE"
AMLI,"AMLI vs. NL, RYAM, ATLX, VZLA, ODV, DC, FSTR, AVD, LZM, and PPTA"
AMAM,"AMAM vs. ADMA, PRME, AUTL, EDIT, FDMT, RGNX, CRGX, SANA, AVXL, and EXAI"
AMBC,"AMBC vs. MBI, NMIH, CHCT, GMRE, HFWA, PKST, DX, OSBC, HCI, and APLD"
AMKR,"AMKR vs. MSTR, UI, S, WWD, GNRC, MNDY, GWRE, CYBR, TOST, and BILL"
AMBP,"AMBP vs. SLGN, XRX, MWA, LZ, ALG, OI, ATMU, KMT, PLUG, and REZI"
AMLX,"AMLX vs. CVAC, COLL, VERV, KURA, PLRX, INVA, ZNTL, ETNB, NAMS, and ARCT"
AMC,"AMC vs. CNK, MCS, OSW, MCRI, MSGE, GES, BVH, HBI, GDEN, and SPHR"
AMNB,"AMNB vs. CAC, HAFC, FISI, FLIC, FNLC, NKSH, ATLO, PACW, SASR, and NBHC"
AMCR,"AMCR vs. ZBRA, GGG, NDSN, PKG, SWK, LECO, CNHI, RS, IEX, and AVY"
AMPG,"AMPG vs. ALPP, VISL, INSG, UTSI, CISO, CAUD, WTRH, RNLX, MTBL, and ICCT"
AMPH,"AMPH vs. ZLAB, PBH, BHC, XENE, RYTM, BHVN, HCM, GLPG, RCKT, and CORT"
AMPL,"AMPL vs. AVPT, CLBT, ZETA, MLNK, MKTW, NABL, MTTR, NYAX, XPER, and LSPD"
AMG,"AMG vs. CNS, IVZ, VRTS, BEN, JHG, HLNE, MC, EVR, AB, and STEP"
AMH,"AMH vs. GLPI, ELS, HST, KIM, UDR, REG, WPC, REXR, BXP, and LAMR"
AMRK,"AMRK vs. BALY, TILE, WWW, WW, SSP, RICK, BV, SWBI, RGR, and XPOF"
AME,"AME vs. ROP, KEYS, FTV, CTSH, TTD, BIDU, ON, CSGP, DDOG, and IT"
AMSC,"AMSC vs. SIFY, KODK, LVOX, SOHU, GILT, TRUE, WBX, ONTF, BAND, and BLZE"
AMRN,"AMRN vs. PROC, NATR, ACIU, IMNM, MLYS, URGN, HROW, OCUL, NUVB, and QURE"
AMK,"AMK vs. VCTR, PJT, CIXXF, GCMG, VRTS, FHI, STEP, ALTI, BBDC, and NOAH"
AMST,"AMST vs. WAVD, TAOP, DTSS, BKYI, SEAC, MYSZ, BLIN, GVP, IFBD, and IDAI"
AMSWA,"AMSWA vs. DOMO, BAND, MTLS, ONTF, BLZE, BBAI, LPSN, RDVT, LAW, and PRCH"
AMSF,"AMSF vs. EIG, HCI, MAX, PRA, SAFT, UFCS, UVE, DGICA, GBLI, and TIPT"
AMTB,"AMTB vs. BANC, PACW, FBMS, BFC, DCOM, HAFC, OCFC, CAC, AMNB, and AROW"
AMPS,"AMPS vs. CEPU, ALCC, AY, RNW, NEP, SPH, BORR, NRP, OPAL, and SBR"
AMPY,"AMPY vs. PNRG, FLME, MVO, PHX, EPSN, PED, WTI, EGY, GPRK, and SD"
AMN,"AMN vs. SEM, ENSG, CERT, PINC, PACB, LIVN, RYTM, XENE, BHC, and GLPG"
AMRC,"AMRC vs. DK, AESI, EE, JKS, TALO, HPK, CSIQ, NOVA, XPRO, and RES"
AMTD,"AMTD vs. BTM, OPRT, XYF, ARBK, CPSS, SNFCA, SDIG, MFIN, JFU, and SHFS"
AMTI,"AMTI vs. BNOX, GTBP, FLGC, CYCN, ATHE, VIRI, AIMD, TCRT, MBIO, and ACRX"
AMTX,"AMTX vs. FF, GEVO, ORGN, VGAS, REX, TUSK, RGCO, FET, AMPY, and CCLP"
AMWD,"AMWD vs. SGHC, VZIO, CRSR, HBI, OXM, GIII, LZB, JELD, OSW, and AMC"
AMPE,"AMPE vs. SCPS, ATHX, NBY, INM, BLCM, PXMD, ATXI, PHIO, CING, and HSTO"
AMZN,"AMZN vs. CPNG, CDW, CHWY, W, NSIT, CNXN, RVLV, HEPS, SFIX, and DDL"
AMP,"AMP vs. BEN, ARES, APO, OWL, BAM, CG, TPG, KKR, BX, and COIN"
AMPX,"AMPX vs. MVST, ADSE, IBEX, VSTA, API, TRMR, PRTH, GMM, REAX, and CDLX"
ANDE,"ANDE vs. DQ, HBM, AG, ERO, SLVM, SCL, NGVT, MTX, UVV, and GPRE"
ANEB,"ANEB vs. RPHM, ACXP, CLGN, CYCC, SPRB, ENLV, ACHV, SLGL, EQ, and ELEV"
ANAB,"ANAB vs. ORGO, BCYC, AVTE, ELVN, LYEL, MRNS, TBPH, PRTC, LQDA, and BMEA"
AMR,"AMR vs. SID, NEU, ESI, VVV, AGI, ATI, CMC, BCPC, CBT, and PAAS"
ANGI,"ANGI vs. CCO, THRY, PAR, PDFS, ENFN, ASTS, GOGO, OPRA, HLIT, and ZUO"
ANGHW,"ANGHW vs. AENTW, CSSEP, CSSEL, EMWPF, LGF-B, LGF-A, ABLVW, BZFDW, CCGWW, and GSMGW"
AMRX,"AMRX vs. ABCL, CPRX, MRVI, RYZB, GPCR, MRUS, ARDX, SUPN, IRWD, and DVAX"
AMT,"AMT vs. PSA, WELL, EQIX, PLD, CCI, SPG, O, DLR, VICI, and AVB"
ANGH,"ANGH vs. BZFD, AACG, CURI, BBGI, ISPO, SRM, EEIQ, KUKE, ESGC, and FEDU"
ANIK,"ANIK vs. UTMD, CERS, OSUR, ATRI, RCEL, TCMD, ANGO, OBIO, ARAY, and LYRA"
ANNX,"ANNX vs. DSGN, GTHX, MCRB, RANI, VTGN, NVCT, PEPG, PDSB, NLTX, and PRAX"
ANL,"ANL vs. NUVB, OCUL, LXRX, MLYS, NATR, QURE, URGN, ERAS, ACIU, and FULC"
ANTE,"ANTE vs. MDIA, SALM, KRKR, ABLVW, GSMGW, MOBQW, SWAGW, TRKAW, INUV, and BOC"
ANIP,"ANIP vs. MNKD, KROS, TNGX, ETNB, ZNTL, INVA, ALPN, PLRX, KURA, and COLL"
ANIX,"ANIX vs. CARM, BLRX, SYRS, ETON, CTXR, ABEO, GBIO, XBIT, VTYX, and PMVP"
ANGO,"ANGO vs. ARAY, OFIX, SRDX, UTMD, RCEL, ANIK, TCMD, LYRA, NPCE, and OBIO"
AN,"AN vs. LAD, GPI, SAH, PAG, KMX, RUSHB, RUSHA, CASY, CVNA, and DDS"
AMWL,"AMWL vs. AUGX, NUTX, MPLN, PHR, SKIN, PNTG, TFFP, BVS, SILK, and TALK"
ANET,"ANET vs. HPQ, IBM, CSCO, RELX, CDNS, WDAY, INFY, PYPL, KLAC, and NTES"
ANSS,"ANSS vs. SPLK, TTWO, TYL, SSNC, MANH, GWRE, MSTR, ADSK, CDNS, and SNPS"
ANSCU,"ANSCU vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, ENERW, and ACBAW"
AMX,"AMX vs. ORAN, T, VZ, APH, NXPI, ROP, TEAM, VMW, CRWD, and DELL"
AOGOW,"AOGOW vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, ENERW, and ACBAW"
ANY,"ANY vs. MIGI, SLAC, INSG, RFIL, CLPS, LGL, UXIN, DAIO, NSYS, and CLAY"
ANF,"ANF vs. AEO, URBN, BKE, GPS, JWN, CAVA, SIG, SFM, WEN, and GPI"
AONC,"AONC vs. AONCW, PIIIW, TOIIW, ATNFW, SXTPW, ACONW, AIMDW, KERNW, DRTSW, and ALVOW"
AONCW,"AONCW vs. AONC, PIIIW, TOIIW, SXTPW, ACONW, AIMDW, KERNW, DRTSW, ALVOW, and ALVO"
AOSL,"AOSL vs. NVEC, SMTC, MXL, AMBA, LASR, AAOI, ICHR, SGH, IMOS, and CAN"
AOUT,"AOUT vs. CLAR, ESCA, YGF, LAZY, BRAG, LVO, QSG, IMAQ, AENT, and TCS"
APA,"APA vs. PR, CHK, OVV, MRO, RRC, HESM, SWN, MTDR, CHRD, and MUR"
APAC,"APAC vs. ARQQ, VII, RBT, MTC, MAPS, BYTS, CCRD, ARRW, SKIL, and ZENV"
APCX,"APCX vs. DUOT, CXAI, ALAR, HKIT, MVLA, AHI, RCAT, FRSX, ICLK, and GRRR"
AOGO,"AOGO vs. BREZ, SAGA, HUDA, WINV, MTRY, AQU, ACAX, DHAC, INTE, and DMAQ"
APACW,"APACW vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, ENERW, and ACBAW"
APCXW,"APCXW vs. LIDRW, ARBEW, ARQQW, BCAN, CETXP, CLOQ, GRRRW, HUBCZ, LVOXU, and PGYWW"
APEI,"APEI vs. REDU, LINC, UTI, IH, QSG, YQ, COE, BEDU, VTRU, and NRDY"
AOD,"AOD vs. AGD, DCF, LDP, JHAA, RSF, XFLT, NMAI, and AIO"
ANTX,"ANTX vs. TVTX, EWTX, SVRA, MGNX, EOLS, ZYME, PRTC, TBPH, CALT, and RNA"
ANVS,"ANVS vs. DMAC, MIST, LIFE, ACHV, SPRB, CLGN, ANEB, RPHM, ACXP, and CYCC"
APDN,"APDN vs. GENE, PMD, TRIB, PSTV, IKT, ABVC, IMNN, SEEL, GOVX, and ERNA"
AON,"AON vs. AJG, MMC, BRO, WTW, ERIE, SMFG, PNC, BN, SAN, and BNS"
AOS,"AOS vs. PNR, LECO, CCK, ALLE, ZBRA, AMCR, RRX, GGG, NDSN, and PKG"
APGE,"APGE vs. SRRK, RLAY, VIR, KYMR, BCRX, INBX, AUTL, VCEL, CABA, and ADMA"
APLD,"APLD vs. NRDS, INN, PHK, FCBC, OSBC, MBI, GSBC, PRA, DX, and PKST"
APLM,"APLM vs. CLNN, ACET, SCYX, VERU, ACRS, SYRE, SPRO, GYRE, EGRX, and ADAG"
API,"API vs. INSE, FNGR, AIXI, EXFY, XPER, SKIL, ARRW, CCRD, BYTS, and MAPS"
AP,"AP vs. IPWR, PYRGF, BWEN, CLIR, PPSI, ISDR, TPCS, EBON, CVV, and FATH"
APLMW,"APLMW vs. SXTPW, AIMDW, DRTSW, ARTLW, BCDAW, BCTXW, CDIOW, CTCXW, CELUW, and CINGW"
AOMR,"AOMR vs. AFCG, MLP, OPI, FPH, TRC, SRG, FRPH, EFC, NWFL, and BCML"
APM,"APM vs. CANF, VCNX, TENX, CNSP, KTTA, RNXT, NHWK, PULM, CVKD, and GHSI"
APLS,"APLS vs. BBIO, ELAN, ASND, GRFS, ITCI, CERE, JAZZ, IMGN, CTLT, and KRTX"
APCA,"APCA vs. ACRO, VAQC, PV, TRIS, SUAC, SBXC, IVCA, EVE, SPKL, and GAQ"
APLT,"APLT vs. IXHL, ATAI, VRCA, STOK, PRLD, ARQT, VNDA, IMRX, FHTX, and IVA"
AORT,"AORT vs. KIDS, NVRO, SIBN, PLSE, TMCI, ATRI, OSUR, IRMD, FNA, and SRDX"
APAM,"APAM vs. HTGC, ADX, FSCO, WTM, LAZ, UMBF, FFIN, CBU, PFSI, and GBCI"
APOG,"APOG vs. POWL, CMCO, CDRE, KALU, TRS, NSSC, IRBT, ERII, HY, and PRLB"
APPN,"APPN vs. INTA, SVFCX, QTWO, FROG, AVDX, FSLY, BB, PRGS, AYX, and ALKT"
APRE,"APRE vs. NNVC, PCSA, AEZS, ELEV, GRTX, SNGX, EQ, CYCC, ACXP, and RPHM"
APPS,"APPS vs. ACTG, JYNT, IDCC, QNST, PL, RDWR, PBI, IIIV, AOSL, and THRY"
APH,"APH vs. AMX, NXPI, ROP, TEAM, CRWD, SNOW, DELL, MSI, NTES, and ADSK"
APPF,"APPF vs. SMAR, DSGX, FRSH, WK, ZI, TENB, QLYS, VRNS, CWAN, and BLKB"
APG,"APG vs. NOV, WEX, CFLT, YMM, CNM, STN, FCN, SPSC, KVYO, and CART"
APTO,"APTO vs. SNTI, EVAX, PMCB, UPTD, TARA, ENTX, SRZN, PHXM, BCDA, and AIM"
APWC,"APWC vs. FATH, CVV, OCC, GFAI, ADN, HUBC, FTEL, LIQT, HTOO, and STRC"
APTM,"APTM vs. MEAC, TPBA, PLAO, AXAC, CONX, CFIV, BOCN, BFAC, EMLD, and PRLH"
APD,"APD vs. LIN, FCX, ECL, SCCO, VALE, NUE, DOW, PPG, NEM, and DD"
APVO,"APVO vs. PHAS, ENSC, ENVB, ARDS, REVB, ADXS, RNAZ, CPHI, JAN, and QLGN"
APXI,"APXI vs. TBCP, PLMI, EVGR, ESHA, BYN, PPYA, FXCO, IOAC, DSAQ, and CHEA"
APLE,"APLE vs. GRP.U, CUZ, HHH, EPRT, IRT, MAC, NSA, SBRA, PECO, and BNL"
AQMS,"AQMS vs. AIRE, VII, APAC, UCL, BGSF, VCIG, MFH, ALYA, ECX, and ARQQ"
APYX,"APYX vs. DCTH, CTCX, CTSO, STIM, NVNO, SEPA, PDEX, MHUA, XAIR, and MDAI"
AQB,"AQB vs. ARAV, PRPO, BTTX, NRSN, ZCMD, BCEL, BTCY, TRVN, ONVO, and BCLI"
ARAV,"ARAV vs. NRSN, BCEL, GOVX, TRVN, SEEL, IMNN, ABVC, ERNA, JAGX, and ASLN"
AQST,"AQST vs. IMMX, CUE, GLSI, CAPR, VACC, OPTN, IMAB, LBPH, SGMT, and BRNS"
AQUNU,"AQUNU vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, AVHIU, and AVHIW"
APO,"APO vs. AMP, ARES, KKR, OWL, BX, BAM, CG, BEN, BBVA, and PSA"
AQU,"AQU vs. ACAX, HUDA, SAGA, BREZ, DMAQ, AOGO, PEPL, VSAC, WINV, and KACL"
APP,"APP vs. FDS, PATH, GEN, AFRM, RTO, TRU, J, BAH, DOCU, and IPG"
APT,"APT vs. PPIH, AIRT, HSON, TATT, HRT, DRTT, FTEK, BYRN, LLAP, and YELL"
ARBB,"ARBB vs. CREX, OMQS, EBIX, DTST, TAIT, EMKR, CHR, OCC, JTAI, and TRT"
ARBE,"ARBE vs. DHCA, TSP, ECX, CNGL, TDCX, SMRT, AIXI, TIO, SRT, and VCSA"
ARBK,"ARBK vs. OPRT, BTM, SDIG, JFU, SHFS, XYF, CURO, CPSS, SNFCA, and MFIN"
ARBEW,"ARBEW vs. LIDRW, APCXW, ARQQW, BCAN, CETXP, CLOQ, GRRRW, HUBCZ, LVOXU, and PGYWW"
ARBKL,"ARBKL vs. ASGI, ATCOL, RILYN, RILYG, RILYZ, RILYT, BLACR, BMEZ, BLEUR, and BRLIR"
ARAY,"ARAY vs. ANGO, OFIX, SRDX, LYRA, NPCE, UTMD, RCEL, ANIK, TCMD, and TLSI"
ARCC,"ARCC vs. BXP, RYAN, HOOD, LAMR, CNA, EQH, PEAK, BCH, GL, and RGA"
APTV,"APTV vs. RKT, VLTO, FLT, EFX, SYM, STX, FDS, GPN, BAH, and VRSK"
ARCE,"ARCE vs. CHGG, UDMY, WEAV, KIND, HSTM, BELFA, MEI, BELFB, AEHR, and CRNC"
ARCB,"ARCB vs. WERN, MRTN, HTLD, SNDR, ULH, CVLG, PTSI, YRCW, KNX, and RXO"
AREB,"AREB vs. LGMK, SPCB, CRKN, JCSE, MWG, DGLY, HLIO, B, MWA, and PH"
ARCT,"ARCT vs. NAMS, VERV, CVAC, AMLX, DYN, PHAR, COLL, CNTA, KURA, and PLRX"
AREBW,"AREBW vs. EXTO, AUVIP, ARKOW, BTB, GOEVW, CREVW, CDROW, ECXWW, GMBLZ, and GMBLP"
AREC,"AREC vs. NTIC, PLG, TRX, VOXR, NB, USGO, ASPI, FEAM, ASM, and NMG"
AR,"AR vs. MUR, CHRD, MTDR, SWN, HESM, SSL, RRC, VNOM, MGY, and SM"
ARDX,"ARDX vs. MORF, MRUS, PCRX, SUPN, IRON, CPRX, ABCL, SNDX, MIRM, and MRVI"
AQN,"AQN vs. POR, ENIC, IDA, CIG, BKH, OTTR, ELP, PAM, TAC, and OGE"
ARC,"ARC vs. EML, LAKE, NNBR, MKFG, HURC, UFI, IPAX, WRAP, PESI, and VLD"
ARGX,"ARGX vs. BNTX, MRNA, BIIB, TECH, NBIX, SGEN, RGEN, QGEN, EXEL, and GILD"
ARIZ,"ARIZ vs. HHGC, CCTS, ATAK, OHAA, JAQC, PLTN, RACY, IGTA, CLRC, and OLIT"
ARIZR,"ARIZR vs. ABLLL, ASGI, AITRU, ATMCR, ARBKL, ATLCL, ATCOL, RILYN, RILYG, and RILYZ"
ARIZW,"ARIZW vs. ASCBW, ALSAW, ACAXW, APXIW, ATAKW, BWAQW, BRKHW, CFFSW, CLINW, and CDAQW"
ARHS,"ARHS vs. HVT, LOVE, IMKTA, HLF, JACK, WINA, SBH, RVLV, CAKE, and CBRL"
ARCO,"ARCO vs. PZZA, BLMN, PLAY, EAT, CBRL, CAKE, JACK, SG, FWRG, and PTLO"
ARKR,"ARKR vs. GTIM, VEV, EVTV, FAT, VIRC, GOEV, YOSH, BTB, FATBP, and DXYN"
ARKOW,"ARKOW vs. AREBW, AUVIP, BTB, GOEVW, CREVW, CDROW, ECXWW, GMBLZ, GMBLP, and FFIEW"
ARE,"ARE vs. BXP, DLR, EQR, IRM, VTR, SBAC, AVB, SUI, ESS, and MAA"
ARLP,"ARLP vs. ARCH, BTU, NRP, CRK, USAC, AROC, AY, ENVX, CPE, and HEP"
ARDC,"ARDC vs. AWP, THQ, ACP, THW, AVK, AFB, AFT, AIF, BGH, and BENFW"
ARM,"ARM vs. MRVL, WM, TRI, FI, TT, RSG, SQ, PAYX, CPRT, and ADP"
ARCH,"ARCH vs. BTU, ARLP, NRP, PAGP, KOS, ERF, LBRT, CEIX, HCC, and CVI"
ARKO,"ARKO vs. GO, HAIN, NUS, LVRO, UNFI, WEST, EWCZ, BIOX, BGS, and KLG"
AROW,"AROW vs. BDGE, AMNB, SHBI, ALRS, CAC, SMBK, HAFC, GNTY, NEWT, and FDBC"
ARES,"ARES vs. AMP, OWL, APO, BAM, CG, BEN, TPG, KKR, BX, and ALL"
ARI,"ARI vs. RC, TWO, PMT, MFA, CIM, ARR, RWT, NYMT, DX, and ACRE"
ARQQ,"ARQQ vs. APAC, RBT, MTC, VII, ZENV, MAPS, PRST, BYTS, GRRR, and ICLK"
AREN,"AREN vs. HLBZ, SSNT, SCOR, JZ, BTCM, OWLT, XBP, CMAX, MOGO, and JOB"
ARQQW,"ARQQW vs. LIDRW, APCXW, ARBEW, BCAN, CETXP, CLOQ, GRRRW, HUBCZ, LVOXU, and PGYWW"
ARQT,"ARQT vs. PRLD, APLT, MRSN, IXHL, ATAI, VRCA, STOK, OVID, VNDA, and IMRX"
